-44 44 -12 0
-43.9773 44.0285 -11.9215 1
-44 43 -5 0
-43.9006 43.115 -4.90206 1
-44 43 5 0
-43.9091 43.1069 5.06914 1
-44 43 14 0
-44 43 14 1
-44 41 8 0
-44.0562 41.1151 7.99405 1
-44 40 -11 0
-43.9755 39.9919 -10.9814 1
-44 40 -2 0
-43.8624 40.0299 -2.10906 1
-44 39 -12 0
-43.9458 38.9019 -11.8348 1
-44 39 -2 0
-44.0844 39.0525 -1.86444 1
-44 39 6 0
-44.0693 39.0134 6.07971 1
-44 34 5 0
-44.0093 33.9951 5.0188 1
-44 33 -4 0
-43.6695 33.0818 -3.98883 1
-44 33 4 0
-43.8926 32.9841 3.97265 1
-44 32 -1 0
-43.7362 32.1278 -0.913114 1
-44 32 5 0
-43.7592 31.999 4.95832 1
-44 31 -6 0
-43.9106 31.0048 -6.00989 1
-44 31 0 0
-43.8236 31.0265 0.0427485 1
-44 30 -1 0
-43.7454 30.0382 -0.901865 1
-44 30 4 0
-44.0686 29.9957 4.18339 1
-44 29 -14 0
-44.0298 29.0053 -13.8153 1
-44 29 -13 0
-43.8937 28.9567 -12.8181 1
-44 28 -14 0
-44.0228 28.0014 -13.6188 1
-44 28 -3 0
-43.6574 27.9403 -3.05938 1
-44 26 -13 0
-43.9044 26.0215 -12.7309 1
-44 26 5 0
-43.7769 25.9618 5.07856 1
-44 25 8 0
-43.9292 25.0891 8.04705 1
-44 24 -14 0
-43.9281 23.9975 -14.0611 1
-44 24 -13 0
-43.979 24.0118 -12.9505 1
-44 24 -6 0
-43.8986 24.0079 -6.02297 1
-44 24 2 0
-43.938 24.0264 2.00758 1
-44 22 9 0
-43.9981 21.9923 9.01131 1
-44 21 -5 0
-43.7442 20.9978 -5.13365 1
-44 20 -3 0
-44.0113 20.0568 -3.02682 1
-44 20 6 0
-43.9978 20.0284 6.01606 1
-44 18 -5 0
-44.1272 17.9648 -4.83567 1
-44 16 -11 0
-43.9809 15.9995 -10.9856 1
-44 15 5 0
-43.8928 15.1644 5.13636 1
-44 13 10 0
-43.884 12.8898 10.003 1
-44 12 6 0
-43.9539 11.9759 6.1214 1
-44 12 7 0
-43.7782 11.9909 7.13573 1
-44 11 14 0
-43.9866 11.0188 14.0909 1
-44 10 -8 0
-43.946 10.2905 -8.18438 1
-44 9 5 0
-43.5874 9.05764 4.90472 1
-44 9 6 0
-43.9582 9.00468 6.00981 1
-44 8 -9 0
-44.1171 7.78163 -8.68541 1
-44 8 1 0
-43.1316 7.93518 1.04649 1
-44 7 -10 0
-44.0956 6.87033 -9.83915 1
-44 7 -4 0
-43.6933 6.81296 -3.9916 1
-44 7 0 0
-43.0217 6.86624 0.0542241 1
-44 7 2 0
-42.8382 6.90365 1.89583 1
-44 7 6 0
-43.9563 7.04609 6.13957 1
-44 6 -11 0
-43.8509 6.23389 -11.2632 1
-44 6 -2 0
-43.8517 5.90835 -1.98732 1
-44 6 -1 0
-43.4827 5.96945 -0.961113 1
-44 6 0 0
-43.2024 5.99492 0.0460644 1
-44 6 1 0
-43.3304 5.9621 0.986468 1
-44 6 2 0
-43.3105 5.9513 1.93532 1
-44 6 3 0
-43.3444 6.00141 2.89664 1
-44 5 -5 0
-43.711 4.89229 -4.89459 1
-44 5 14 0
-44 5 14 1
-44 4 0 0
-43.6265 4.04928 -0.096308 1
-44 4 5 0
-43.5851 3.9188 4.72075 1
-44 3 10 0
-43.8833 2.9512 10.26 1
-44 1 -4 0
-43.4281 1.20838 -4.06772 1
-44 1 -2 0
-43.3882 1.21044 -2.00915 1
-44 1 -1 0
-43.2183 1.16342 -1.10617 1
-44 1 0 0
-43.27 1.11959 0.0767296 1
-44 1 1 0
-43.2219 1.05848 1.15575 1
-44 1 2 0
-43.069 0.989102 2.09439 1
-44 1 4 0
-43.3242 1.01522 4.04114 1
-44 0 -13 0
-43.9951 -0.00244889 -12.9951 1
-44 0 -5 0
-43.8145 0.069213 -5.01942 1
-44 0 7 0
-43.7983 -0.0250245 6.88576 1
-44 0 13 0
-43.9137 0.0215808 13.0216 1
-44 -2 -14 0
-44 -2.05283 -13.8943 1
-44 -2 -9 0
-44.1462 -2.07986 -8.75746 1
-44 -2 -4 0
-43.2813 -2.26208 -3.95114 1
-44 -2 -2 0
-43.2325 -2.29354 -2.06415 1
-44 -2 -1 0
-43.3298 -2.29521 -1.0983 1
-44 -2 0 0
-43.6345 -2.12039 0.0270467 1
-44 -2 1 0
-43.4181 -2.07496 1.06204 1
-44 -2 2 0
-43.4316 -2.06574 2.08465 1
-44 -2 4 0
-43.1684 -2.00898 3.97999 1
-44 -2 5 0
-43.488 -1.83869 4.83508 1
-44 -6 -9 0
-44.0562 -5.80618 -8.90186 1
-44 -7 -2 0
-43.46 -6.82198 -1.9508 1
-44 -7 -1 0
-43.2961 -6.75897 -0.93677 1
-44 -7 0 0
-43.2701 -6.80063 -0.0510447 1
-44 -7 1 0
-43.3116 -6.89519 0.932068 1
-44 -7 2 0
-43.4892 -6.96977 1.97481 1
-44 -8 -14 0
-44.0377 -8.01754 -13.8956 1
-44 -10 -14 0
-44.018 -10.0136 -13.8501 1
-44 -13 3 0
-44.0457 -12.8872 2.97388 1
-44 -17 11 0
-43.9136 -17.0249 11.0763 1
-44 -19 -7 0
-43.9886 -18.911 -6.93693 1
-44 -19 7 0
-44.0101 -19.0034 7.01747 1
-44 -20 8 0
-43.9975 -19.9877 7.99016 1
-44 -24 -13 0
-43.9842 -23.9941 -12.9029 1
-44 -24 -8 0
-44.0377 -24.0189 -7.94339 1
-44 -25 -13 0
-43.9937 -24.9644 -12.7216 1
-44 -27 10 0
-43.8319 -26.8842 9.99469 1
-44 -27 12 0
-43.9676 -26.9892 12.0079 1
-44 -28 3 0
-43.9656 -28.0607 3.174 1
-44 -28 12 0
-43.9235 -27.9892 12.0402 1
-44 -32 2 0
-43.964 -31.9876 2.00428 1
-44 -35 2 0
-43.9447 -34.9663 2.08275 1
-44 -36 -4 0
-44.0328 -35.9541 -3.9475 1
-44 -36 4 0
-43.9692 -35.9076 4.04619 1
-44 -39 -9 0
-43.7362 -38.9872 -8.86543 1
-44 -41 -11 0
-43.9077 -41.0216 -11.0244 1
-44 -41 2 0
-43.9417 -40.9095 2.15023 1
-44 -42 -8 0
-43.8977 -41.9222 -7.99182 1
-44 -42 -6 0
-43.8749 -41.8725 -5.97596 1
-44 -43 -11 0
-43.9234 -42.9929 -11.0143 1
-44 -43 -7 0
-44 -42.8989 -7 1
-44 -44 4 0
-44.0493 -43.9211 4.11828 1
-43 43 0 0
-42.9356 43.2433 -0.217738 1
-43 43 1 0
-43.0498 43.27 0.857534 1
-43 42 -7 0
-42.9829 42.0002 -6.93282 1
-43 41 5 0
-42.9145 40.9417 4.96555 1
-43 40 -2 0
-43.1414 39.9839 -1.85293 1
-43 38 1 0
-42.8769 38.1815 1.11202 1
-43 36 -13 0
-42.8404 36.0481 -13.0979 1
-43 34 -14 0
-42.8164 34.047 -14.1456 1
-43 34 10 0
-43.0269 33.8643 10.267 1
-43 32 9 0
-42.922 32.0375 8.93374 1
-43 31 -5 0
-42.7901 31.0849 -4.94912 1
-43 31 -2 0
-42.7625 30.9701 -2.00902 1
-43 29 -5 0
-42.8577 29.1267 -5.0568 1
-43 28 0 0
-42.893 28.0233 0.0367537 1
-43 26 4 0
-42.8339 25.9227 4.10892 1
-43 25 -1 0
-42.8283 25.0493 -0.815422 1
-43 23 -2 0
-42.7219 23.2492 -2.21243 1
-43 23 3 0
-42.7792 23.0768 3.05893 1
-43 21 -2 0
-43.1549 20.8572 -1.76463 1
-43 20 -13 0
-43.0489 19.9838 -12.9313 1
-43 20 -11 0
-43.0023 20.0038 -10.9973 1
-43 20 -5 0
-42.7538 20.1305 -5.20694 1
-43 17 10 0
-42.7567 16.9724 9.90556 1
-43 15 8 0
-43.1123 15.1387 7.86766 1
-43 14 6 0
-42.7545 13.929 6.21625 1
-43 14 13 0
-42.9803 14.0504 13.1027 1
-43 13 -14 0
-42.9465 13.0357 -14.0178 1
-43 12 6 0
-42.8045 11.9546 6.16039 1
-43 10 -4 0
-42.5533 9.92926 -4.11706 1
-43 10 -2 0
-42.5514 9.85713 -1.9587 1
-43 10 -1 0
-42.4546 9.80928 -0.897621 1
-43 10 0 0
-42.5695 9.85222 0.0880298 1
-43 10 1 0
-42.2716 9.69412 1.05243 1
-43 10 2 0
