-300 -286 -95 0
-300 -286 -95 1
-300 -269 -248 0
-300 -269 -248 1
-300 -257 -275 0
-300 -257 -275 1
-300 -257 -86 0
-300 -257 -86 1
-300 -256 50 0
-300 -256 50 1
-300 -250 -13 0
-300 -250 -13 1
-300 -222 -82 0
-300 -222 -82 1
-300 -211 106 0
-300 -211 106 1
-300 -208 203 0
-300 -208 203 1
-300 -204 50 0
-300 -204 50 1
-300 -175 206 0
-300 -175 206 1
-300 -166 154 0
-300 -166 154 1
-300 -161 -5 0
-300 -161 -5 1
-300 -152 -52 0
-300 -152 -52 1
-300 -145 -30 0
-300 -145 -30 1
-300 -137 -226 0
-300 -137 -226 1
-300 -135 1 0
-300 -135 1 1
-300 -133 89 0
-300 -133 89 1
-300 -117 -209 0
-300 -117 -209 1
-300 -112 153 0
-300 -112 153 1
-300 -54 -274 0
-300 -54 -274 1
-300 -54 -23 0
-300 -54 -23 1
-300 -27 -22 0
-300 -27 -22 1
-300 -26 189 0
-300 -26 189 1
-300 12 132 0
-300 12 132 1
-300 15 -19 0
-300 15 -19 1
-300 26 253 0
-300 26 253 1
-300 56 105 0
-300 56 105 1
-300 110 201 0
-300 110 201 1
-300 118 -276 0
-300 118 -276 1
-300 132 -108 0
-300 132 -108 1
-300 135 -181 0
-300 135 -181 1
-300 138 -181 0
-300 138 -181 1
-300 143 0 0
-300 143 0 1
-300 159 -310 0
-300 159 -310 1
-300 179 -207 0
-300 179 -207 1
-300 182 202 0
-300 182 202 1
-300 186 -246 0
-300 186 -246 1
-300 206 -241 0
-300 206 -241 1
-300 209 -245 0
-300 209 -245 1
-300 217 -277 0
-300 217 -277 1
-300 218 90 0
-300 218 90 1
-299 -289 73 0
-299 -289 73 1
-299 -281 90 0
-299 -281 90 1
-299 -272 -141 0
-299 -272 -141 1
-299 -200 -195 0
-299 -200 -195 1
-299 -153 255 0
-299 -153 255 1
-299 -124 -177 0
-299 -124 -177 1
-299 -119 -39 0
-299 -119 -39 1
-299 -118 231 0
-299 -118 231 1
-299 -114 -223 0
-299 -114 -223 1
-299 -108 -76 0
-299 -108 -76 1
-299 -106 -211 0
-299 -106 -211 1
-299 -49 -90 0
-299 -49 -90 1
-299 -37 -149 0
-299 -37 -149 1
-299 -31 -307 0
-299 -31 -307 1
-299 -9 -30 0
-299 -9 -30 1
-299 -1 -192 0
-299 -1 -192 1
-299 4 -88 0
-299 4 -88 1
-299 17 -112 0
-299 17 -112 1
-299 34 -13 0
-299 34 -13 1
-299 77 98 0
-299 77 98 1
-299 113 -64 0
-299 113 -64 1
-299 114 168 0
-299 114 168 1
-299 119 117 0
-299 119 117 1
-299 136 -88 0
-299 136 -88 1
