5 34 91 2
5 36 63 2
5 37 65 2
5 38 66 2
5 40 68 2
5 41 69 2
5 42 70 2
5 43 71 2
5 45 72 2
5 46 72 2
5 47 72 2
5 48 73 2
5 50 73 2
5 51 73 2
5 52 74 2
5 54 73 2
5 55 73 2
5 56 73 2
5 57 73 2
5 59 72 2
5 60 72 2
5 61 71 2
5 62 70 2
5 64 69 2
5 65 68 2
5 66 67 2
5 68 65 2
5 69 64 2
6 36 66 2
6 37 64 2
6 38 66 2
6 40 67 2
6 41 68 2
6 42 69 2
6 43 70 2
6 45 71 2
6 46 72 2
6 47 72 2
6 48 73 2
6 50 73 2
6 51 73 2
6 52 73 2
6 54 73 2
6 55 73 2
6 56 73 2
6 57 72 2
6 59 72 2
6 60 71 2
6 61 70 2
6 62 69 2
6 64 68 2
6 65 67 2
6 66 66 2
6 68 65 2
6 69 71 2
7 37 63 2
7 38 65 2
7 40 67 2
7 41 68 2
7 42 69 2
7 43 70 2
7 45 70 2
7 46 71 2
7 47 72 2
7 48 72 2
7 50 73 2
7 51 73 2
7 52 73 2
7 54 72 2
7 55 72 2
7 56 72 2
7 57 71 2
7 59 71 2
7 60 70 2
7 61 69 2
7 62 69 2
7 64 68 2
7 65 67 2
7 66 65 2
7 68 65 2
7 69 88 2
9 37 62 2
9 38 64 2
9 40 66 2
9 41 67 2
9 42 68 2
9 43 69 2
9 45 70 2
9 46 71 2
9 47 72 2
9 48 72 2
9 50 72 2
9 51 72 2
9 52 72 2
9 54 72 2
9 55 72 2
9 56 71 2
9 57 71 2
9 59 70 2
9 60 69 2
9 61 69 2
9 62 68 2
9 64 67 2
9 65 66 2
9 66 64 2
9 68 69 2
10 37 62 2
10 38 63 2
10 40 65 2
10 41 67 2
10 42 68 2
10 43 69 2
10 45 70 2
10 46 71 2
10 47 71 2
10 48 71 2
10 50 72 2
10 51 72 2
10 52 72 2
10 54 72 2
10 55 71 2
10 56 71 2
10 57 70 2
10 59 70 2
10 60 69 2
10 61 68 2
10 62 67 2
10 64 66 2
10 65 64 2
10 66 64 2
10 68 70 2
12 37 83 2
12 38 63 2
12 40 64 2
12 41 66 2
12 42 67 2
12 43 69 2
12 45 70 2
12 46 70 2
12 47 71 2
12 48 71 2
12 50 71 2
12 51 71 2
12 52 71 2
12 54 71 2
12 55 71 2
12 56 70 2
12 57 70 2
12 59 69 2
12 60 68 2
12 61 68 2
12 62 67 2
12 64 65 2
12 65 64 2
12 66 63 2
12 68 85 2
13 38 62 2
13 40 64 2
13 41 66 2
13 42 67 2
13 43 68 2
13 45 69 2
13 46 70 2
13 47 71 2
13 48 71 2
13 50 71 2
13 51 71 2
13 52 71 2
13 54 71 2
13 55 71 2
13 56 70 2
13 57 69 2
13 59 69 2
13 60 68 2
13 61 67 2
13 62 66 2
13 64 65 2
13 65 63 2
13 66 62 2
13 68 87 2
15 38 62 2
15 40 64 2
15 41 66 2
15 42 67 2
15 43 68 2
15 45 69 2
15 46 70 2
15 47 71 2
15 48 71 2
15 50 71 2
15 51 71 2
15 52 71 2
15 54 71 2
15 55 70 2
15 56 70 2
15 57 69 2
15 59 69 2
15 60 68 2
15 61 67 2
15 62 66 2
15 64 65 2
15 65 63 2
15 66 60 2
15 68 87 2
16 38 61 2
16 40 64 2
16 41 66 2
16 42 67 2
16 43 69 2
16 45 70 2
16 46 70 2
16 47 71 2
16 48 71 2
16 50 71 2
16 51 71 2
16 52 71 2
16 54 71 2
16 55 71 2
16 56 70 2
16 57 69 2
16 59 68 2
16 60 68 2
16 61 67 2
16 62 66 2
16 64 64 2
16 65 63 2
16 66 60 2
16 68 86 2
16 69 91 2
18 38 61 2
18 40 64 2
18 41 66 2
18 42 68 2
18 43 69 2
18 45 70 2
18 46 71 2
18 47 72 2
18 48 72 2
18 50 72 2
18 51 72 2
18 52 72 2
18 54 71 2
18 55 71 2
18 56 70 2
18 57 70 2
18 59 69 2
18 60 68 2
18 61 67 2
18 62 66 2
18 64 65 2
18 65 63 2
18 66 61 2
18 68 86 2
19 38 62 2
19 40 65 2
19 41 67 2
19 42 68 2
19 43 70 2
19 45 71 2
19 46 74 2
19 47 75 2
19 48 74 2
19 50 73 2
19 51 73 2
19 52 73 2
19 54 72 2
19 55 72 2
19 56 71 2
19 57 71 2
19 59 70 2
19 60 69 2
19 61 68 2
19 62 67 2
19 64 66 2
19 65 65 2
19 66 62 2
19 68 83 2
19 69 90 2
20 38 63 2
20 40 66 2
20 41 69 2
20 42 72 2
20 43 74 2
20 45 75 2
20 46 76 2
20 47 76 2
20 48 76 2
20 50 75 2
20 51 75 2
20 52 75 2
20 54 75 2
20 55 74 2
20 56 74 2
20 57 73 2
20 59 72 2
20 60 70 2
20 61 70 2
20 62 69 2
20 64 67 2
20 65 68 2
20 66 66 2
20 68 61 2
20 69 90 2
22 37 60 2
22 38 66 2
22 40 69 2
22 41 72 2
22 42 74 2
22 43 76 2
22 45 76 2
22 46 76 2
22 47 75 2
22 48 75 2
22 50 74 2
22 51 74 2
22 52 74 2
22 54 74 2
22 55 73 2
22 56 73 2
22 57 72 2
22 59 72 2
22 60 72 2
22 61 71 2
22 62 71 2
22 64 71 2
22 65 70 2
22 66 69 2
22 68 67 2
22 69 65 2
22 70 90 2
23 34 47 2
23 36 59 2
23 37 65 2
23 38 69 2
23 40 72 2
23 41 74 2
23 42 75 2
23 43 75 2
23 45 75 2
23 46 75 2
23 47 75 2
23 48 74 2
23 50 74 2
23 51 74 2
23 52 74 2
23 54 73 2
23 55 73 2
23 56 72 2
23 57 72 2
23 59 71 2
23 60 71 2
23 61 71 2
23 62 71 2
23 64 70 2
23 65 70 2
23 66 69 2
23 68 68 2
23 69 67 2
23 70 66 2
23 71 62 2
23 73 92 2
25 34 58 2
25 36 64 2
25 37 68 2
25 38 71 2
25 40 73 2
25 41 75 2
25 42 75 2
