-300 -286 -95 2
-300 -269 -248 2
-300 -257 -275 2
-300 -257 -86 2
-300 -256 50 2
-300 -250 -13 2
-300 -222 -82 2
-300 -211 106 2
-300 -208 203 2
-300 -204 50 2
-300 -175 206 2
-300 -166 154 2
-300 -161 -5 2
-300 -152 -52 2
-300 -145 -30 2
-300 -137 -226 2
-300 -135 1 2
-300 -133 89 2
-300 -117 -209 2
-300 -112 153 2
-300 -54 -274 2
-300 -54 -23 2
-300 -27 -22 2
-300 -26 189 2
-300 12 132 2
-300 15 -19 2
-300 26 253 2
-300 56 105 2
-300 110 201 2
-300 118 -276 2
-300 132 -108 2
-300 135 -181 2
-300 138 -181 2
-300 143 0 2
-300 159 -310 2
-300 179 -207 2
-300 182 202 2
-300 186 -246 2
-300 206 -241 2
-300 209 -245 2
-300 217 -277 2
-300 218 90 2
-299 -289 73 2
-299 -281 90 2
-299 -272 -141 2
-299 -200 -195 2
-299 -153 255 2
-299 -124 -177 2
-299 -119 -39 2
-299 -118 231 2
-299 -114 -223 2
-299 -108 -76 2
-299 -106 -211 2
-299 -49 -90 2
-299 -37 -149 2
-299 -31 -307 2
-299 -9 -30 2
-299 -1 -192 2
-299 4 -88 2
-299 17 -112 2
-299 34 -13 2
-299 77 98 2
-299 113 -64 2
-299 114 168 2
-299 119 117 2
-299 136 -88 2
-299 154 12 2
-299 156 -18 2
-299 161 -222 2
-299 184 232 2
-299 202 7 2
-299 231 104 2
-299 238 140 2
-299 276 -209 2
-298 -302 -262 2
-298 -301 44 2
-298 -245 -27 2
-298 -240 -250 2
-298 -240 -96 2
-298 -235 76 2
-298 -218 256 2
-298 -179 -139 2
-298 -92 -241 2
-298 -78 -273 2
-298 -68 177 2
-298 -66 30 2
-298 -55 15 2
-298 -49 -211 2
-298 -47 43 2
-298 -18 -39 2
-298 -9 -10 2
-298 -4 112 2
-298 0 215 2
-298 9 117 2
-298 20 -303 2
-298 27 -278 2
-298 75 48 2
-298 87 35 2
-298 104 -287 2
-298 112 255 2
-298 123 84 2
-298 137 158 2
-298 152 -20 2
-298 160 -289 2
-298 173 -129 2
-298 174 -65 2
-298 180 -4 2
-298 183 95 2
-298 191 -249 2
-298 210 157 2
-298 244 -245 2
-298 275 -125 2
-297 -286 132 2
-297 -281 231 2
-297 -263 -170 2
-297 -252 5 2
-297 -248 -265 2
-297 -246 6 2
-297 -222 0 2
-297 -208 -251 2
-297 -202 -98 2
-297 -191 -283 2
-297 -188 150 2
-297 -186 -290 2
-297 -168 -244 2
-297 -140 -274 2
-297 -134 218 2
-297 -106 -152 2
-297 -92 104 2
-297 -86 253 2
-297 -67 247 2
-297 -50 201 2
-297 -42 167 2
-297 -41 226 2
-297 -14 218 2
-297 3 -75 2
-297 10 205 2
-297 17 -193 2
-297 29 -97 2
-297 40 212 2
-297 45 -301 2
-297 65 -259 2
-297 67 176 2
-297 69 -21 2
-297 75 115 2
-297 122 -32 2
-297 129 232 2
-297 148 78 2
-297 151 -190 2
-297 191 261 2
-297 201 203 2
-297 226 48 2
-297 229 11 2
-296 -242 230 2
-296 -223 -91 2
-296 -201 183 2
-296 -190 -68 2
-296 -187 -119 2
-296 -173 30 2
-296 -156 212 2
-296 -128 45 2
-296 -125 -250 2
-296 -76 46 2
-296 -69 37 2
-296 -68 -118 2
-296 -3 -100 2
-296 1 120 2
-296 3 148 2
-296 31 -288 2
-296 33 237 2
-296 34 -302 2
-296 35 120 2
-296 38 36 2
-296 39 -2 2
-296 56 119 2
-296 68 64 2
-296 75 -4 2
-296 89 -25 2
-296 94 -4 2
-296 108 -147 2
-296 116 -116 2
